Material_type,Core_size_nm,Hydro_size_nm,Surface_charge_mV,Surface_area_m2g,Formation_enthalpy_eV,Conduction_band_eV,Valence_band_eV,Electronegativity_eV,Exposure_time_hr,Exposure_dose_ug_per_ml,Assay,Cell_name,Cell_origin,Cell_species,Cell_type,Toxicity
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,24.0,5.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,24.0,10.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,24.0,25.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,24.0,75.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,24.0,100.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,24.0,250.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,48.0,1.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,48.0,5.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,48.0,10.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,48.0,25.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,48.0,75.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,48.0,100.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,48.0,250.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,72.0,1.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,72.0,5.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,72.0,10.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,72.0,25.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,72.0,75.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,72.0,100.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,72.0,250.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,24.0,1.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,24.0,5.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,24.0,10.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,24.0,25.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,24.0,75.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,24.0,100.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,24.0,250.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,48.0,1.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,48.0,5.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,48.0,10.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,48.0,25.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,48.0,75.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,48.0,100.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,48.0,250.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,72.0,1.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,72.0,5.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,72.0,10.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,72.0,25.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,72.0,75.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,72.0,100.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,72.0,250.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
CoO,75.0,116.0,-21.4,8.5,-2.476,-4.42,-6.83,5.74,24.0,7.5,MTS,A549,Lung,Human,Cancer,Non-Toxic
CoO,75.0,116.0,-21.4,8.5,-2.476,-4.42,-6.83,5.74,24.0,15.0,MTS,A549,Lung,Human,Cancer,Non-Toxic
CoO,75.0,116.0,-21.4,8.5,-2.476,-4.42,-6.83,5.74,24.0,25.0,MTS,A549,Lung,Human,Cancer,Non-Toxic
CoO,75.0,116.0,-21.4,8.5,-2.476,-4.42,-6.83,5.74,24.0,50.0,MTS,A549,Lung,Human,Cancer,Non-Toxic
CoO,75.0,116.0,-21.4,8.5,-2.476,-4.42,-6.83,5.74,24.0,100.0,MTS,A549,Lung,Human,Cancer,Non-Toxic
CoO,75.0,116.0,-21.4,8.5,-2.476,-4.42,-6.83,5.74,24.0,150.0,MTS,A549,Lung,Human,Cancer,Non-Toxic
CoO,75.0,116.0,-21.4,8.5,-2.476,-4.42,-6.83,5.74,24.0,200.0,MTS,A549,Lung,Human,Cancer,Toxic
CuO,28.5,192.0,-21.33,29.0,-1.609,-5.17,-6.51,5.87,24.0,7.5,MTS,A549,Lung,Human,Cancer,Non-Toxic
CuO,28.5,192.0,-21.33,29.0,-1.609,-5.17,-6.51,5.87,24.0,15.0,MTS,A549,Lung,Human,Cancer,Non-Toxic
CuO,28.5,192.0,-21.33,29.0,-1.609,-5.17,-6.51,5.87,24.0,25.0,MTS,A549,Lung,Human,Cancer,Non-Toxic
CuO,28.5,192.0,-21.33,29.0,-1.609,-5.17,-6.51,5.87,24.0,50.0,MTS,A549,Lung,Human,Cancer,Non-Toxic
CuO,28.5,192.0,-21.33,29.0,-1.609,-5.17,-6.51,5.87,24.0,100.0,MTS,A549,Lung,Human,Cancer,Non-Toxic
CuO,28.5,192.0,-21.33,29.0,-1.609,-5.17,-6.51,5.87,24.0,150.0,MTS,A549,Lung,Human,Cancer,Non-Toxic
CuO,28.5,192.0,-21.33,29.0,-1.609,-5.17,-6.51,5.87,24.0,200.0,MTS,A549,Lung,Human,Cancer,Toxic
CuO,28.5,192.0,-21.33,29.0,-1.609,-5.17,-6.51,5.87,24.0,300.0,MTS,A549,Lung,Human,Cancer,Toxic
ZnO,16.5,296.0,-22.3,48.2,-3.608,-3.89,-7.2,5.67,24.0,3.0,MTS,A549,Lung,Human,Cancer,Non-Toxic
ZnO,16.5,296.0,-22.3,48.2,-3.608,-3.89,-7.2,5.67,24.0,5.0,MTS,A549,Lung,Human,Cancer,Non-Toxic
ZnO,16.5,296.0,-22.3,48.2,-3.608,-3.89,-7.2,5.67,24.0,12.0,MTS,A549,Lung,Human,Cancer,Non-Toxic
ZnO,16.5,296.0,-22.3,48.2,-3.608,-3.89,-7.2,5.67,24.0,25.0,MTS,A549,Lung,Human,Cancer,Non-Toxic
ZnO,16.5,296.0,-22.3,48.2,-3.608,-3.89,-7.2,5.67,24.0,50.0,MTS,A549,Lung,Human,Cancer,Non-Toxic
ZnO,16.5,296.0,-22.3,48.2,-3.608,-3.89,-7.2,5.67,24.0,70.0,MTS,A549,Lung,Human,Cancer,Non-Toxic
ZnO,16.5,296.0,-22.3,48.2,-3.608,-3.89,-7.2,5.67,24.0,80.0,MTS,A549,Lung,Human,Cancer,Non-Toxic
ZnO,16.5,296.0,-22.3,48.2,-3.608,-3.89,-7.2,5.67,24.0,100.0,MTS,A549,Lung,Human,Cancer,Toxic
TiO2,39.9,517.0,-23.4,27.5,-9.779,-4.16,-7.49,5.77,24.0,7.5,MTS,A549,Lung,Human,Cancer,Non-Toxic
TiO2,39.9,517.0,-23.4,27.5,-9.779,-4.16,-7.49,5.77,24.0,15.0,MTS,A549,Lung,Human,Cancer,Non-Toxic
TiO2,39.9,517.0,-23.4,27.5,-9.779,-4.16,-7.49,5.77,24.0,25.0,MTS,A549,Lung,Human,Cancer,Non-Toxic
TiO2,39.9,517.0,-23.4,27.5,-9.779,-4.16,-7.49,5.77,24.0,50.0,MTS,A549,Lung,Human,Cancer,Non-Toxic
TiO2,39.9,517.0,-23.4,27.5,-9.779,-4.16,-7.49,5.77,24.0,100.0,MTS,A549,Lung,Human,Cancer,Non-Toxic
TiO2,39.9,517.0,-23.4,27.5,-9.779,-4.16,-7.49,5.77,24.0,200.0,MTS,A549,Lung,Human,Cancer,Non-Toxic
TiO2,39.9,517.0,-23.4,27.5,-9.779,-4.16,-7.49,5.77,24.0,300.0,MTS,A549,Lung,Human,Cancer,Non-Toxic
TiO2,39.9,517.0,-23.4,27.5,-9.779,-4.16,-7.49,5.77,24.0,400.0,MTS,A549,Lung,Human,Cancer,Non-Toxic
Co3O4,33.8,164.0,-20.67,35.8,-9.38,-4.59,-7.02,5.93,24.0,25.0,MTS,A549,Lung,Human,Cancer,Non-Toxic
Co3O4,33.8,164.0,-20.67,35.8,-9.38,-4.59,-7.02,5.93,24.0,50.0,MTS,A549,Lung,Human,Cancer,Non-Toxic
Co3O4,33.8,164.0,-20.67,35.8,-9.38,-4.59,-7.02,5.93,24.0,100.0,MTS,A549,Lung,Human,Cancer,Non-Toxic
Co3O4,33.8,164.0,-20.67,35.8,-9.38,-4.59,-7.02,5.93,24.0,150.0,MTS,A549,Lung,Human,Cancer,Non-Toxic
Co3O4,33.8,164.0,-20.67,35.8,-9.38,-4.59,-7.02,5.93,24.0,300.0,MTS,A549,Lung,Human,Cancer,Non-Toxic
Co3O4,33.8,164.0,-20.67,35.8,-9.38,-4.59,-7.02,5.93,24.0,450.0,MTS,A549,Lung,Human,Cancer,Non-Toxic
Co3O4,33.8,164.0,-20.67,35.8,-9.38,-4.59,-7.02,5.93,24.0,600.0,MTS,A549,Lung,Human,Cancer,Non-Toxic
Co3O4,33.8,164.0,-20.67,35.8,-9.38,-4.59,-7.02,5.93,24.0,800.0,MTS,A549,Lung,Human,Cancer,Non-Toxic
Co3O4,33.8,164.0,-20.67,35.8,-9.38,-4.59,-7.02,5.93,24.0,1200.0,MTS,A549,Lung,Human,Cancer,Non-Toxic
Fe2O3,9.0,60.0,30.0,120.0,-8.512,-4.99,-6.99,5.98,72.0,0.0,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
Fe2O3,9.0,60.0,30.0,120.0,-8.512,-4.99,-6.99,5.98,72.0,0.23,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
Fe2O3,9.0,60.0,30.0,120.0,-8.512,-4.99,-6.99,5.98,72.0,0.47,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
Fe2O3,9.0,60.0,30.0,120.0,-8.512,-4.99,-6.99,5.98,72.0,0.94,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
Fe2O3,9.0,60.0,30.0,120.0,-8.512,-4.99,-6.99,5.98,72.0,1.88,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
Fe2O3,9.0,60.0,30.0,120.0,-8.512,-4.99,-6.99,5.98,72.0,3.75,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
Fe2O3,9.0,60.0,30.0,120.0,-8.512,-4.99,-6.99,5.98,72.0,7.5,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
Fe2O3,9.0,60.0,30.0,120.0,-8.512,-4.99,-6.99,5.98,72.0,15.0,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
Fe2O3,9.0,60.0,30.0,120.0,-8.512,-4.99,-6.99,5.98,72.0,30.0,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
TiO2,5.0,40.0,7.2,167.0,-9.779,-4.16,-7.49,5.77,72.0,0.0,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
TiO2,5.0,40.0,7.2,167.0,-9.779,-4.16,-7.49,5.77,72.0,0.23,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
TiO2,5.0,40.0,7.2,167.0,-9.779,-4.16,-7.49,5.77,72.0,0.47,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
TiO2,5.0,40.0,7.2,167.0,-9.779,-4.16,-7.49,5.77,72.0,0.94,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
TiO2,5.0,40.0,7.2,167.0,-9.779,-4.16,-7.49,5.77,72.0,1.88,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
TiO2,5.0,40.0,7.2,167.0,-9.779,-4.16,-7.49,5.77,72.0,3.75,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
TiO2,5.0,40.0,7.2,167.0,-9.779,-4.16,-7.49,5.77,72.0,7.5,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
TiO2,5.0,40.0,7.2,167.0,-9.779,-4.16,-7.49,5.77,72.0,15.0,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
TiO2,5.0,40.0,7.2,167.0,-9.779,-4.16,-7.49,5.77,72.0,30.0,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
ZnO,3.0,500.0,18.0,20.0,-3.608,-3.89,-7.2,5.67,72.0,0.0,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
ZnO,3.0,500.0,18.0,20.0,-3.608,-3.89,-7.2,5.67,72.0,0.23,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
ZnO,3.0,500.0,18.0,20.0,-3.608,-3.89,-7.2,5.67,72.0,0.47,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
ZnO,3.0,500.0,18.0,20.0,-3.608,-3.89,-7.2,5.67,72.0,0.94,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
ZnO,3.0,500.0,18.0,20.0,-3.608,-3.89,-7.2,5.67,72.0,1.88,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
ZnO,3.0,500.0,18.0,20.0,-3.608,-3.89,-7.2,5.67,72.0,3.75,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
ZnO,3.0,500.0,18.0,20.0,-3.608,-3.89,-7.2,5.67,72.0,7.5,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
ZnO,3.0,500.0,18.0,20.0,-3.608,-3.89,-7.2,5.67,72.0,15.0,MTT,THP-1,Lung,Human,Cancer,Toxic
ZnO,3.0,500.0,18.0,20.0,-3.608,-3.89,-7.2,5.67,72.0,30.0,MTT,THP-1,Lung,Human,Cancer,Toxic
CuO,3.3,500.0,10.8,42.0,-1.609,-5.17,-6.51,5.87,72.0,0.0,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
CuO,3.3,500.0,10.8,42.0,-1.609,-5.17,-6.51,5.87,72.0,0.23,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
CuO,3.3,500.0,10.8,42.0,-1.609,-5.17,-6.51,5.87,72.0,0.47,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
CuO,3.3,500.0,10.8,42.0,-1.609,-5.17,-6.51,5.87,72.0,0.94,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
CuO,3.3,500.0,10.8,42.0,-1.609,-5.17,-6.51,5.87,72.0,1.88,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
CuO,3.3,500.0,10.8,42.0,-1.609,-5.17,-6.51,5.87,72.0,3.75,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
CuO,3.3,500.0,10.8,42.0,-1.609,-5.17,-6.51,5.87,72.0,7.5,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
CuO,3.3,500.0,10.8,42.0,-1.609,-5.17,-6.51,5.87,72.0,15.0,MTT,THP-1,Lung,Human,Cancer,Toxic
CuO,3.3,500.0,10.8,42.0,-1.609,-5.17,-6.51,5.87,72.0,30.0,MTT,THP-1,Lung,Human,Cancer,Toxic
Ag2O,3.5,510.0,-16.0,4.0,-1.35,-4.69,-5.89,5.29,72.0,0.0,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
Ag2O,3.5,510.0,-16.0,4.0,-1.35,-4.69,-5.89,5.29,72.0,0.23,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
Ag2O,3.5,510.0,-16.0,4.0,-1.35,-4.69,-5.89,5.29,72.0,0.47,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
Ag2O,3.5,510.0,-16.0,4.0,-1.35,-4.69,-5.89,5.29,72.0,0.94,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
Ag2O,3.5,510.0,-16.0,4.0,-1.35,-4.69,-5.89,5.29,72.0,1.88,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
Ag2O,3.5,510.0,-16.0,4.0,-1.35,-4.69,-5.89,5.29,72.0,3.75,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
Ag2O,3.5,510.0,-16.0,4.0,-1.35,-4.69,-5.89,5.29,72.0,7.5,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
Ag2O,3.5,510.0,-16.0,4.0,-1.35,-4.69,-5.89,5.29,72.0,15.0,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
Ag2O,3.5,510.0,-16.0,4.0,-1.35,-4.69,-5.89,5.29,72.0,30.0,MTT,THP-1,Lung,Human,Cancer,Toxic
AlOOH,3.5,90.0,42.0,170.0,-17.345,-1.51,-9.81,5.67,72.0,0.0,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
AlOOH,3.5,90.0,42.0,170.0,-17.345,-1.51,-9.81,5.67,72.0,0.23,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
AlOOH,3.5,90.0,42.0,170.0,-17.345,-1.51,-9.81,5.67,72.0,0.47,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
AlOOH,3.5,90.0,42.0,170.0,-17.345,-1.51,-9.81,5.67,72.0,0.94,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
AlOOH,3.5,90.0,42.0,170.0,-17.345,-1.51,-9.81,5.67,72.0,1.88,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
AlOOH,3.5,90.0,42.0,170.0,-17.345,-1.51,-9.81,5.67,72.0,3.75,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
AlOOH,3.5,90.0,42.0,170.0,-17.345,-1.51,-9.81,5.67,72.0,7.5,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
AlOOH,3.5,90.0,42.0,170.0,-17.345,-1.51,-9.81,5.67,72.0,15.0,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
AlOOH,3.5,90.0,42.0,170.0,-17.345,-1.51,-9.81,5.67,72.0,30.0,MTT,THP-1,Lung,Human,Cancer,Non-Toxic
ZnO,50.0,157.4,25.5,26.069,-3.608,-3.89,-7.2,5.67,6.0,0.0,CCK-8,HEK293T,Kidney,Human,Normal,Non-Toxic
ZnO,50.0,157.4,25.5,26.069,-3.608,-3.89,-7.2,5.67,6.0,12.5,CCK-8,HEK293T,Kidney,Human,Normal,Non-Toxic
ZnO,50.0,157.4,25.5,26.069,-3.608,-3.89,-7.2,5.67,6.0,25.0,CCK-8,HEK293T,Kidney,Human,Normal,Non-Toxic
ZnO,50.0,157.4,25.5,26.069,-3.608,-3.89,-7.2,5.67,6.0,50.0,CCK-8,HEK293T,Kidney,Human,Normal,Non-Toxic
ZnO,50.0,157.4,25.5,26.069,-3.608,-3.89,-7.2,5.67,6.0,100.0,CCK-8,HEK293T,Kidney,Human,Normal,Non-Toxic
ZnO,50.0,157.4,25.5,26.069,-3.608,-3.89,-7.2,5.67,6.0,200.0,CCK-8,HEK293T,Kidney,Human,Normal,Non-Toxic
ZnO,50.0,157.4,25.5,26.069,-3.608,-3.89,-7.2,5.67,12.0,0.0,CCK-8,HEK293T,Kidney,Human,Normal,Non-Toxic
ZnO,50.0,157.4,25.5,26.069,-3.608,-3.89,-7.2,5.67,12.0,12.5,CCK-8,HEK293T,Kidney,Human,Normal,Non-Toxic
ZnO,50.0,157.4,25.5,26.069,-3.608,-3.89,-7.2,5.67,12.0,25.0,CCK-8,HEK293T,Kidney,Human,Normal,Non-Toxic
ZnO,50.0,157.4,25.5,26.069,-3.608,-3.89,-7.2,5.67,12.0,50.0,CCK-8,HEK293T,Kidney,Human,Normal,Non-Toxic
ZnO,50.0,157.4,25.5,26.069,-3.608,-3.89,-7.2,5.67,12.0,100.0,CCK-8,HEK293T,Kidney,Human,Normal,Non-Toxic
ZnO,50.0,157.4,25.5,26.069,-3.608,-3.89,-7.2,5.67,12.0,200.0,CCK-8,HEK293T,Kidney,Human,Normal,Non-Toxic
ZnO,50.0,157.4,25.5,26.069,-3.608,-3.89,-7.2,5.67,24.0,0.0,CCK-8,HEK293T,Kidney,Human,Normal,Non-Toxic
ZnO,50.0,157.4,25.5,26.069,-3.608,-3.89,-7.2,5.67,24.0,12.5,CCK-8,HEK293T,Kidney,Human,Normal,Non-Toxic
ZnO,50.0,157.4,25.5,26.069,-3.608,-3.89,-7.2,5.67,24.0,25.0,CCK-8,HEK293T,Kidney,Human,Normal,Non-Toxic
ZnO,50.0,157.4,25.5,26.069,-3.608,-3.89,-7.2,5.67,24.0,50.0,CCK-8,HEK293T,Kidney,Human,Normal,Non-Toxic
ZnO,50.0,157.4,25.5,26.069,-3.608,-3.89,-7.2,5.67,24.0,100.0,CCK-8,HEK293T,Kidney,Human,Normal,Toxic
ZnO,50.0,157.4,25.5,26.069,-3.608,-3.89,-7.2,5.67,24.0,200.0,CCK-8,HEK293T,Kidney,Human,Normal,Toxic
ZnO,50.0,157.4,25.5,26.069,-3.608,-3.89,-7.2,5.67,48.0,0.0,CCK-8,HEK293T,Kidney,Human,Normal,Non-Toxic
ZnO,50.0,157.4,25.5,26.069,-3.608,-3.89,-7.2,5.67,48.0,12.5,CCK-8,HEK293T,Kidney,Human,Normal,Non-Toxic
ZnO,50.0,157.4,25.5,26.069,-3.608,-3.89,-7.2,5.67,48.0,25.0,CCK-8,HEK293T,Kidney,Human,Normal,Non-Toxic
ZnO,50.0,157.4,25.5,26.069,-3.608,-3.89,-7.2,5.67,48.0,50.0,CCK-8,HEK293T,Kidney,Human,Normal,Toxic
ZnO,50.0,157.4,25.5,26.069,-3.608,-3.89,-7.2,5.67,48.0,100.0,CCK-8,HEK293T,Kidney,Human,Normal,Toxic
ZnO,50.0,157.4,25.5,26.069,-3.608,-3.89,-7.2,5.67,48.0,200.0,CCK-8,HEK293T,Kidney,Human,Normal,Toxic
Gd2O3,100.0,333.7,-24.9,300.0,-18.82,-2.83,-8.1,5.5,24.0,0.0,MTT,GL261,Brain,Mouse,Cancer,Non-Toxic
Gd2O3,100.0,333.7,-24.9,300.0,-18.82,-2.83,-8.1,5.5,24.0,10.0,MTT,GL261,Brain,Mouse,Cancer,Non-Toxic
Gd2O3,100.0,333.7,-24.9,300.0,-18.82,-2.83,-8.1,5.5,24.0,31.0,MTT,GL261,Brain,Mouse,Cancer,Non-Toxic
Gd2O3,100.0,333.7,-24.9,300.0,-18.82,-2.83,-8.1,5.5,24.0,62.0,MTT,GL261,Brain,Mouse,Cancer,Non-Toxic
Gd2O3,100.0,333.7,-24.9,300.0,-18.82,-2.83,-8.1,5.5,24.0,125.0,MTT,GL261,Brain,Mouse,Cancer,Non-Toxic
Gd2O3,100.0,333.7,-24.9,300.0,-18.82,-2.83,-8.1,5.5,24.0,250.0,MTT,GL261,Brain,Mouse,Cancer,Non-Toxic
Gd2O3,100.0,333.7,-24.9,300.0,-18.82,-2.83,-8.1,5.5,24.0,500.0,MTT,GL261,Brain,Mouse,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,3.0,0.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,3.0,1.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,3.0,2.5,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,3.0,5.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,3.0,10.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,3.0,25.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,3.0,50.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,3.0,100.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,6.0,0.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,6.0,1.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,6.0,2.5,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,6.0,5.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
